timestamp,datetime,timestamp_desc,message,report,attribution,source,md5,ip,domain
1528955580000,2018-06-14T07:53:00+00:00,VT_Creation Time,nakaz.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/4247901eca6d87f5f3af7df8249ea825/details,4247901eca6d87f5f3af7df8249ea825,,
1528668000000,2018-06-11T00:00:00+00:00,Date_Mentioned_in_a_decoy_document,"decoy document is displayed, taken very recently from a Ukrainian state organization (the date inside indicates 11 June 2018). The text of the document is identical to the one on the official website of the Ukrainian Ministry of Health.",https://securelist.com/olympic-destroyer-is-still-alive/86169/,Olympic Destroyer,https://securelist.com/olympic-destroyer-is-still-alive/86169/,,,
1527599652000,2018-05-29T15:14:12+00:00,VT_First Submission,E-Mail-Adressliste_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/e2e102291d259f054625cc85318b7ef5/details,e2e102291d259f054625cc85318b7ef5,,
1526995320000,2018-05-22T15:22:00+00:00,VT_Creation Time,E-Mail-Adressliste_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/e2e102291d259f054625cc85318b7ef5/details,e2e102291d259f054625cc85318b7ef5,,
1526406895000,2018-05-15T19:54:55+00:00,VT_First Submission,Spiez CONVERGENCE.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/0e7b32d23fbd6d62a593c234bafa2311/details,0e7b32d23fbd6d62a593c234bafa2311,,
1526304737000,2018-05-14T15:32:17+00:00,Last_Saved_Date,Known file name: Spiez CONVERGENCE.doc,https://securelist.com/olympic-destroyer-is-still-alive/86169/,Olympic Destroyer,https://www.virustotal.com/gui/file/9bc365a16c63f25dfddcbe11da042974/details,0e7b32d23fbd6d62a593c234bafa2311,,
1526302920000,2018-05-14T15:02:00+00:00,VT_Creation Time,Spiez CONVERGENCE.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/0e7b32d23fbd6d62a593c234bafa2311/details,0e7b32d23fbd6d62a593c234bafa2311,,
1523014044000,2018-04-06T13:27:24+00:00,VT_First Submission,Investigation_file.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/1d0cf431e623b21aeae8f2b8414d2a73/details,1d0cf431e623b21aeae8f2b8414d2a73,,
1522993140000,2018-04-06T07:39:00+00:00,VT_Creation Time,Investigation_file.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/1d0cf431e623b21aeae8f2b8414d2a73/details,1d0cf431e623b21aeae8f2b8414d2a73,,
1521736237000,2018-03-22T17:30:37+00:00,VT_First Submission,recommandation.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/bb5e8733a940fedfb1ef6b0e0ec3635c/details,bb5e8733a940fedfb1ef6b0e0ec3635c,,
1521734396000,2018-03-22T16:59:56+00:00,VT_First Submission,plainte_pour_agression_sexuelle.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/97ddc336d7d92b7db17d098ec2ee6092/details,97ddc336d7d92b7db17d098ec2ee6092,,
1521709860000,2018-03-22T10:11:00+00:00,VT_Creation Time,plainte_pour_agression_sexuelle.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/97ddc336d7d92b7db17d098ec2ee6092/details,97ddc336d7d92b7db17d098ec2ee6092,,
1521112326000,2018-03-15T12:12:06+00:00,VT_First Submission,b60da65b8d3627a89481efb23d59713a Corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/b60da65b8d3627a89481efb23d59713a/details,b60da65b8d3627a89481efb23d59713a,,
1521106680000,2018-03-15T10:38:00+00:00,VT_Creation Time,b60da65b8d3627a89481efb23d59713a Corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/b60da65b8d3627a89481efb23d59713a/details,b60da65b8d3627a89481efb23d59713a,,
1521101340000,2018-03-15T09:09:00+00:00,VT_Creation Time,recommandation.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/bb5e8733a940fedfb1ef6b0e0ec3635c/details,bb5e8733a940fedfb1ef6b0e0ec3635c,,
1520935892000,2018-03-13T11:11:32+00:00,VT_First Submission,Scan-2018-03-13.doc.bin abe771f280cdea6e7eaf19a26b1a9488,,Olympic Destroyer,https://www.virustotal.com/gui/file/abe771f280cdea6e7eaf19a26b1a9488/details,abe771f280cdea6e7eaf19a26b1a9488,,
1519736428000,2018-02-27T14:00:28+00:00,VT_First Submission,6ccd8133f250d4babefbd66b898739b9 corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/6ccd8133f250d4babefbd66b898739b9/details,6ccd8133f250d4babefbd66b898739b9,,
1519732560000,2018-02-27T12:56:00+00:00,VT_Creation Time,6ccd8133f250d4babefbd66b898739b9 corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/6ccd8133f250d4babefbd66b898739b9/details,6ccd8133f250d4babefbd66b898739b9,,
1519728960000,2018-02-27T11:56:00+00:00,VT_Creation Time,Scan-2018-03-13.doc.bin abe771f280cdea6e7eaf19a26b1a9488,,Olympic Destroyer,https://www.virustotal.com/gui/file/abe771f280cdea6e7eaf19a26b1a9488/details,abe771f280cdea6e7eaf19a26b1a9488,,
1519035801000,2018-02-19T11:23:21+00:00,VT_First Submission,da93e6651c5ba3e3e96f4ae2dd763d94 Korporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/da93e6651c5ba3e3e96f4ae2dd763d94/details,da93e6651c5ba3e3e96f4ae2dd763d94,,
1519030740000,2018-02-19T09:59:00+00:00,VT_Creation Time,da93e6651c5ba3e3e96f4ae2dd763d94 Korporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/da93e6651c5ba3e3e96f4ae2dd763d94/details,da93e6651c5ba3e3e96f4ae2dd763d94,,
1519027608000,2018-02-19T09:06:48+00:00,VT_First Submission,9bc365a16c63f25dfddcbe11da042974 Korporativ .doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/9bc365a16c63f25dfddcbe11da042974/details,9bc365a16c63f25dfddcbe11da042974,,
1518593280000,2018-02-14T08:28:00+00:00,VT_Creation Time,9bc365a16c63f25dfddcbe11da042974 Korporativ .doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/9bc365a16c63f25dfddcbe11da042974/details,9bc365a16c63f25dfddcbe11da042974,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,9bc365a16c63f25dfddcbe11da042974 Korporativ .doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/9bc365a16c63f25dfddcbe11da042974/details,9bc365a16c63f25dfddcbe11da042974,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,da93e6651c5ba3e3e96f4ae2dd763d94 Korporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/da93e6651c5ba3e3e96f4ae2dd763d94/details,da93e6651c5ba3e3e96f4ae2dd763d94,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,6ccd8133f250d4babefbd66b898739b9 corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/6ccd8133f250d4babefbd66b898739b9/details,6ccd8133f250d4babefbd66b898739b9,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,Scan-2018-03-13.doc.bin abe771f280cdea6e7eaf19a26b1a9488,,Olympic Destroyer,https://www.virustotal.com/gui/file/abe771f280cdea6e7eaf19a26b1a9488/details,abe771f280cdea6e7eaf19a26b1a9488,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,b60da65b8d3627a89481efb23d59713a Corporativ_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/b60da65b8d3627a89481efb23d59713a/details,b60da65b8d3627a89481efb23d59713a,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,recommandation.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/bb5e8733a940fedfb1ef6b0e0ec3635c/details,bb5e8733a940fedfb1ef6b0e0ec3635c,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,plainte_pour_agression_sexuelle.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/97ddc336d7d92b7db17d098ec2ee6092/details,97ddc336d7d92b7db17d098ec2ee6092,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,Investigation_file.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/1d0cf431e623b21aeae8f2b8414d2a73/details,1d0cf431e623b21aeae8f2b8414d2a73,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,Spiez CONVERGENCE.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/0e7b32d23fbd6d62a593c234bafa2311/details,0e7b32d23fbd6d62a593c234bafa2311,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,E-Mail-Adressliste_2018.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/e2e102291d259f054625cc85318b7ef5/details,e2e102291d259f054625cc85318b7ef5,,
1290292173000,2010-11-20T23:29:33+00:00,VT_First Seen In The Wild,nakaz.doc,,Olympic Destroyer,https://www.virustotal.com/gui/file/4247901eca6d87f5f3af7df8249ea825/details,4247901eca6d87f5f3af7df8249ea825,,
