timestamp,datetime,datetime_from_article,timestamp_desc,message,report,attribution
1566918135000,2019-08-27T15:02:15+00:00,2019-08-27 15:02:15,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1567749150000,2019-09-06T05:52:30+00:00,2019-09-06 05:52:30,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1567840771000,2019-09-07T07:19:31+00:00,2019-09-07 07:19:31,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1568527891000,2019-09-15T06:11:31+00:00,2019-09-15 06:11:31,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1568729511000,2019-09-17T14:11:51+00:00,2019-09-17 14:11:51,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1569673515000,2019-09-28T12:25:15+00:00,2019-09-28 12:25:15,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: libtouchregd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1569958937000,2019-10-01T19:42:17+00:00,2019-10-01 19:42:17,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571029866000,2019-10-14T05:11:06+00:00,2019-10-14 05:11:06,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571069323000,2019-10-14T16:08:43+00:00,2019-10-14 16:08:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: libbmanaged,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571069323000,2019-10-14T16:08:43+00:00,2019-10-14 16:08:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: mobileargd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571069323000,2019-10-14T16:08:43+00:00,2019-10-14 16:08:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: brstaged,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571069323000,2019-10-14T16:08:43+00:00,2019-10-14 16:08:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: libtouchregd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571069323000,2019-10-14T16:08:43+00:00,2019-10-14 16:08:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: launchrexd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571149304000,2019-10-15T14:21:44+00:00,2019-10-15 14:21:44,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: faskeepd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571264237000,2019-10-16T22:17:17+00:00,2019-10-16 22:17:17,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: bundpwrd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571758960000,2019-10-22T15:42:40+00:00,2019-10-22 15:42:40,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: seraccountd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1571758960000,2019-10-22T15:42:40+00:00,2019-10-22 15:42:40,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: comnetd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: confinstalld,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: msgacntd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: launchrexd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: accountpfd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: xpccfd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: setframed,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: natgd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1574672809000,2019-11-25T09:06:49+00:00,2019-11-25 09:06:49,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: aggregatenotd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1575869300000,2019-12-09T05:28:20+00:00,2019-12-09 05:28:20,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1577031027000,2019-12-22T16:10:27+00:00,2019-12-22 16:10:27,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1577340106000,2019-12-26T06:01:46+00:00,2019-12-26 06:01:46,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1578548600000,2020-01-09T05:43:20+00:00,2020-01-09 05:43:20,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1578984965000,2020-01-14T06:56:05+00:00,2020-01-14 06:56:05,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1580103867000,2020-01-27T05:44:27+00:00,2020-01-27 05:44:27,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1580470864000,2020-01-31T11:41:04+00:00,2020-01-31 11:41:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1581051603000,2020-02-07T05:00:03+00:00,2020-02-07 05:00:03,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1581231836000,2020-02-09T07:03:56+00:00,2020-02-09 07:03:56,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1581570059000,2020-02-13T05:00:59+00:00,2020-02-13 05:00:59,Forensic traces for AZJRN1 – Khadija Ismayilova,iMessage lookup for account e\x00\x00aholm575[@]gmail.com (emmaholm575[@]gmail.com),https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1582443540000,2020-02-23T07:39:00+00:00,2020-02-23 07:39:00,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1582693021000,2020-02-26T04:57:01+00:00,2020-02-26 04:57:01,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1583732010000,2020-03-09T05:33:30+00:00,2020-03-09 05:33:30,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1584081919000,2020-03-13T06:45:19+00:00,2020-03-13 06:45:19,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1585034862000,2020-03-24T07:27:42+00:00,2020-03-24 07:27:42,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1585548524000,2020-03-30T06:08:44+00:00,2020-03-30 06:08:44,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1587470671000,2020-04-21T12:04:31+00:00,2020-04-21 12:04:31,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1587623216000,2020-04-23T06:26:56+00:00,2020-04-23 06:26:56,Forensic traces for AZJRN1 – Khadija Ismayilova,iMessage lookup for account filip.bl82[@]gmail.\x00\x00m (filip.bl82[@]gmail.com),https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1587626651000,2020-04-23T07:24:11+00:00,2020-04-23 07:24:11,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1588145517000,2020-04-29T07:31:57+00:00,2020-04-29 07:31:57,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1588233512000,2020-04-30T07:58:32+00:00,2020-04-30 07:58:32,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1589207128000,2020-05-11T14:25:28+00:00,2020-05-11 14:25:28,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1589542269000,2020-05-15T11:31:09+00:00,2020-05-15 11:31:09,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1589699009000,2020-05-17T07:03:29+00:00,2020-05-17 07:03:29,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: logseld,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: brstaged,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: pstid,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: roleaboutd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: libtouchregd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590009016000,2020-05-20T21:10:16+00:00,2020-05-20 21:10:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: brstaged,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590736297000,2020-05-29T07:11:37+00:00,2020-05-29 07:11:37,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590910376000,2020-05-31T07:32:56+00:00,2020-05-31 07:32:56,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590938891000,2020-05-31T15:28:11+00:00,2020-05-31 15:28:11,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: bfrgbd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590938891000,2020-05-31T15:28:11+00:00,2020-05-31 15:28:11,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: xpccfd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1590938891000,2020-05-31T15:28:11+00:00,2020-05-31 15:28:11,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: nehelprd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591002447000,2020-06-01T09:07:27+00:00,2020-06-01 09:07:27,Forensic traces for AZJRN1 – Khadija Ismayilova,iMessage lookup for account kleinleon1987[@]gma\x00\x00.com (kleinleon1987[@]gmail.com),https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591362436000,2020-06-05T13:07:16+00:00,2020-06-05 13:07:16,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591603982000,2020-06-08T08:13:02+00:00,2020-06-08 08:13:02,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591640565000,2020-06-08T18:22:45+00:00,2020-06-08 18:22:45,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: comnetd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591640565000,2020-06-08T18:22:45+00:00,2020-06-08 18:22:45,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: fservernetd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591640565000,2020-06-08T18:22:45+00:00,2020-06-08 18:22:45,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: rolexd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1591951508000,2020-06-12T08:45:08+00:00,2020-06-12 08:45:08,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1592803762000,2020-06-22T05:29:22+00:00,2020-06-22 05:29:22,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: roleaccountd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1592803763000,2020-06-22T05:29:23+00:00,2020-06-22 05:29:23,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: stagingd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593256985000,2020-06-27T11:23:05+00:00,2020-06-27 11:23:05,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593256989000,2020-06-27T11:23:09+00:00,2020-06-27 11:23:09,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593407584000,2020-06-29T05:13:04+00:00,2020-06-29 05:13:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593407584000,2020-06-29T05:13:04+00:00,2020-06-29 05:13:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593496748000,2020-06-30T05:59:08+00:00,2020-06-30 05:59:08,Forensic traces for AZJRN1 – Khadija Ismayilova,iMessage lookup for account k\x00\x00inleon1987[@]gmail.com (kleinleon1987[@]gmail.com),https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593608683000,2020-07-01T13:04:43+00:00,2020-07-01 13:04:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: nehelprd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593608683000,2020-07-01T13:04:43+00:00,2020-07-01 13:04:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: aggregatenotd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593608683000,2020-07-01T13:04:43+00:00,2020-07-01 13:04:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: fservernetd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593608683000,2020-07-01T13:04:43+00:00,2020-07-01 13:04:43,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: msgacntd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593671388000,2020-07-02T06:29:48+00:00,2020-07-02 06:29:48,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593671388000,2020-07-02T06:29:48+00:00,2020-07-02 06:29:48,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593759107000,2020-07-03T06:51:47+00:00,2020-07-03 06:51:47,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593759113000,2020-07-03T06:51:53+00:00,2020-07-03 06:51:53,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593847257000,2020-07-04T07:20:57+00:00,2020-07-04 07:20:57,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593847258000,2020-07-04T07:20:58+00:00,2020-07-04 07:20:58,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1593933830000,2020-07-05T07:23:50+00:00,2020-07-05 07:23:50,Forensic traces for AZJRN1 – Khadija Ismayilova,Process record deleted from ZPROCESS,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594012941000,2020-07-06T05:22:21+00:00,2020-07-06 05:22:21,Forensic traces for AZJRN1 – Khadija Ismayilova,iMessage lookup for account f\x00\x00ip.bl82[@]gmail.com (filip.bl82[@]gmail.com),https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594390329000,2020-07-10T14:12:09+00:00,2020-07-10 14:12:09,Forensic traces for AZJRN1 – Khadija Ismayilova,Cache file /private/var/mobile/Containers/Data/Application/D6A69566-55F7-4757-96DE-EBA612685272/Library/Caches/com.apple.Music/Cache.db recorded visit to URL hxxps://x1znqjo0x8b8j.php78mp9v.opposedarrangement[.]net:37271/afAVt89Wq/stadium/pop2.html?key=501_4&n=7,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594390335000,2020-07-10T14:12:15+00:00,2020-07-10 14:12:15,Forensic traces for AZJRN1 – Khadija Ismayilova,Cache file /private/var/mobile/Containers/Data/Application/D6A69566-55F7-4757-96DE-EBA612685272/Library/Caches/com.apple.Music/Cache.db recorded visit to URL hxxps://x1znqjo0x8b8j.php78mp9v.opposedarrangement[.]net:37271/afAVt89Wq/stadium/pop2.html?key=501_4&n=1,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594390341000,2020-07-10T14:12:21+00:00,2020-07-10 14:12:21,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: roleaccountd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594390346000,2020-07-10T14:12:26+00:00,2020-07-10 14:12:26,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: stagingd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594496044000,2020-07-11T19:34:04+00:00,2020-07-11 19:34:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: confinstalld,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594496044000,2020-07-11T19:34:04+00:00,2020-07-11 19:34:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: roleaboutd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594496044000,2020-07-11T19:34:04+00:00,2020-07-11 19:34:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: lobbrogd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594496044000,2020-07-11T19:34:04+00:00,2020-07-11 19:34:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: fservernetd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594496044000,2020-07-11T19:34:04+00:00,2020-07-11 19:34:04,Forensic traces for AZJRN1 – Khadija Ismayilova,Process: launchafd,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
1594616717000,2020-07-13T05:05:17+00:00,2020-07-13 05:05:17,Forensic traces for AZJRN1 – Khadija Ismayilova,Cache file /private/var/mobile/Containers/Data/Application/D6A69566-55F7-4757-96DE-EBA612685272/Library/Caches/com.apple.Music/Cache.db recorded visit to URL hxxps://4n3d9ca2st.php78mp9v.opposedarrangement[.]net:37891/w58Xp5Z/stadium/pop2.html?key=501_4&n=7,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-appendix-d/,NSO
