datetime,timestamp,timestamp_desc,message,report,attribution,Compile Timestamp,source,md5,ip,domain,filename,SHA256,SHA1,File Type,File Size,PDB String,C2 Server
2015-08-31T00:00:00+00:00,1440979200000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.197.193,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.197.193,healthnewsone.com,,,,,,,
2015-10-04T00:00:00+00:00,1443916800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.21.101.238,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.21.101.238,healthnewsone.com,,,,,,,
2015-11-12T00:00:00+00:00,1447286400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 50.17.208.225,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,50.17.208.225,healthnewsone.com,,,,,,,
2015-11-12T00:00:00+00:00,1447286400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.169.75,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.169.75,healthnewsone.com,,,,,,,
2015-11-16T00:00:00+00:00,1447632000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.133.169,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.133.169,healthnewsone.com,,,,,,,
2015-11-17T00:00:00+00:00,1447718400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.88.8,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.88.8,healthnewsone.com,,,,,,,
2015-11-22T00:00:00+00:00,1448150400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.21.92.245,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.21.92.245,healthnewsone.com,,,,,,,
2015-11-26T00:00:00+00:00,1448496000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 50.17.205.186,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,50.17.205.186,healthnewsone.com,,,,,,,
2015-11-30T00:00:00+00:00,1448841600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 50.19.220.159,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,50.19.220.159,healthnewsone.com,,,,,,,
2015-12-02T00:00:00+00:00,1449014400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.108.62,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.108.62,healthnewsone.com,,,,,,,
2015-12-10T00:00:00+00:00,1449705600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.243.111.113,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.243.111.113,healthnewsone.com,,,,,,,
2015-12-13T00:00:00+00:00,1449964800000,VT_Domain_to_ip,Domain confirm97.com was resolving to 68.71.49.24,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/confirm97.com/details,,68.71.49.24,confirm97.com,,,,,,,
2015-12-14T00:00:00+00:00,1450051200000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.194.135,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.194.135,healthnewsone.com,,,,,,,
2015-12-18T00:00:00+00:00,1450396800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.150.28,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.150.28,healthnewsone.com,,,,,,,
2015-12-22T00:00:00+00:00,1450742400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.109.130,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.109.130,healthnewsone.com,,,,,,,
2016-01-07T00:00:00+00:00,1452124800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 50.17.244.213,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,50.17.244.213,healthnewsone.com,,,,,,,
2016-01-07T00:00:00+00:00,1452124800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.243.138.66,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.243.138.66,healthnewsone.com,,,,,,,
2016-01-09T00:00:00+00:00,1452297600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.190.7,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.190.7,healthnewsone.com,,,,,,,
2016-01-15T00:00:00+00:00,1452816000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.211.8,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.211.8,healthnewsone.com,,,,,,,
2016-01-17T00:00:00+00:00,1452988800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.177.176,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.177.176,healthnewsone.com,,,,,,,
2016-01-18T00:00:00+00:00,1453075200000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.241.134,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.241.134,healthnewsone.com,,,,,,,
2016-01-19T00:00:00+00:00,1453161600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.227.239.231,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.227.239.231,healthnewsone.com,,,,,,,
2016-02-05T00:00:00+00:00,1454630400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 50.17.191.227,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,50.17.191.227,healthnewsone.com,,,,,,,
2016-02-14T00:00:00+00:00,1455408000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.235.139.80,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.235.139.80,healthnewsone.com,,,,,,,
2016-02-23T00:00:00+00:00,1456185600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.154.44,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.154.44,healthnewsone.com,,,,,,,
2016-02-26T00:00:00+00:00,1456444800000,VT_Domain_to_ip,Domain mappservworldvide.16mb.com was resolving to 31.170.160.61,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/mappservworldvide.16mb.com/details,,31.170.160.61,mappservworldvide.16mb.com,,,,,,,
2016-03-16T00:00:00+00:00,1458086400000,VT_Domain_to_ip,Domain confirm97.com was resolving to 67.212.64.168,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/confirm97.com/details,,67.212.64.168,confirm97.com,,,,,,,
2016-03-22T08:42:56+0000,1458636176000,Compile Timestamp,wuauser c:\Winapp\Release\winapp3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-03-22 08:42:56 UTC,https://www.virustotal.com/#/file/329197457dc834047696fe5677af2ea422aafaa8ca2e88003596df3efc04f8c4/details,ec9734731dc25a3fd84582f7060c6bac,,,wuauser,329197457dc834047696fe5677af2ea422aafaa8ca2e88003596df3efc04f8c4,6b048a2116cd594b64c3c2f091fd70a408f39c4d,"PE32 executable (GUI) Intel 80386, for MS Windows",81920,c:\Winapp\Release\winapp3.pdb,confirm97[.]com
2016-03-26T00:00:00+00:00,1458950400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.135.147,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.135.147,healthnewsone.com,,,,,,,
2016-04-04T00:00:00+00:00,1459728000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.91.98,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.91.98,healthnewsone.com,,,,,,,
2016-04-04T11:12:11+0000,1459768331000,VT_First_Submission,wuauser c:\Winapp\Release\winapp3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-03-22 08:42:56 UTC,https://www.virustotal.com/#/file/329197457dc834047696fe5677af2ea422aafaa8ca2e88003596df3efc04f8c4/details,ec9734731dc25a3fd84582f7060c6bac,,,wuauser,329197457dc834047696fe5677af2ea422aafaa8ca2e88003596df3efc04f8c4,6b048a2116cd594b64c3c2f091fd70a408f39c4d,"PE32 executable (GUI) Intel 80386, for MS Windows",81920,c:\Winapp\Release\winapp3.pdb,confirm97[.]com
2016-04-29T00:00:00+00:00,1461888000000,VT_Domain_to_ip,Domain marvel89.com was resolving to 68.71.49.5,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/marvel89.com/details,,68.71.49.5,marvel89.com,,,,,,,
2016-04-29T09:02:22+0000,1461920542000,Compile Timestamp,lsass.exe C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-04-29 09:02:22 UTC,https://www.virustotal.com/#/file/1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791/details,546df801ab370bc8062f15b2ac723572,,,lsass.exe,1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791,45aa61e1e6935a50f37ccc894d1af28fd2095d49,"PE32 executable (GUI) Intel 80386, for MS Windows",166400,C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb,thematrix.esy[.]es
2016-04-29T09:02:22+0000,1461920542000,Compile Timestamp,lsass.exe C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-04-29 09:02:22 UTC,https://www.virustotal.com/#/file/1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791/details,546df801ab370bc8062f15b2ac723572,,,lsass.exe,1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791,45aa61e1e6935a50f37ccc894d1af28fd2095d49,"PE32 executable (GUI) Intel 80386, for MS Windows",166400,C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb,thematrix.esy[.]es
2016-04-30T00:00:00+00:00,1461974400000,VT_Domain_to_ip,Domain chinatel90.com was resolving to 68.71.49.5,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/chinatel90.com/details,,68.71.49.5,chinatel90.com,,,,,,,
2016-05-02T17:54:27+0000,1462211667000,Compile Timestamp,explorer.exe C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-05-02 17:54:27 UTC,https://www.virustotal.com/#/file/5a9bb6a15537927e52de54b174a56d9b8ded26f601978ff9435461fc752b47b0/details,c669a30e0ade24502415868b282d111d,,,explorer.exe,5a9bb6a15537927e52de54b174a56d9b8ded26f601978ff9435461fc752b47b0,c75b46b50b78e25e09485556acd2e9862dce3890,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-05-04T23:13:04+0000,1462403584000,Compile Timestamp,explorer.exe C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-05-04 23:13:04 UTC,https://www.virustotal.com/#/file/7e98e0cba90f516a2e2e1f32ec0b8ec1719bf9c97413f142a25bb24ebedaed9f/details,8f2036f35444c8ac5c33de4806d4c4f4,,,explorer.exe,7e98e0cba90f516a2e2e1f32ec0b8ec1719bf9c97413f142a25bb24ebedaed9f,308184c193517d7cc217feddd998524f5026d17a,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-05-06T08:25:33+0000,1462523133000,VT_First_Submission,explorer.exe C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-05-02 17:54:27 UTC,https://www.virustotal.com/#/file/5a9bb6a15537927e52de54b174a56d9b8ded26f601978ff9435461fc752b47b0/details,c669a30e0ade24502415868b282d111d,,,explorer.exe,5a9bb6a15537927e52de54b174a56d9b8ded26f601978ff9435461fc752b47b0,c75b46b50b78e25e09485556acd2e9862dce3890,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-05-09T00:00:00+00:00,1462752000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.127.183,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.127.183,healthnewsone.com,,,,,,,
2016-05-19T00:00:00+00:00,1463616000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.23.106.245,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.23.106.245,healthnewsone.com,,,,,,,
2016-05-20T08:39:19+0000,1463733559000,VT_First_Seen_ITW,lsass.exe C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-04-29 09:02:22 UTC,https://www.virustotal.com/#/file/1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791/details,546df801ab370bc8062f15b2ac723572,,,lsass.exe,1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791,45aa61e1e6935a50f37ccc894d1af28fd2095d49,"PE32 executable (GUI) Intel 80386, for MS Windows",166400,C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb,thematrix.esy[.]es
2016-05-24T00:00:00+00:00,1464048000000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.243.154.207,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.243.154.207,healthnewsone.com,,,,,,,
2016-05-26T08:34:51+0000,1464251691000,VT_First_Submission,lsass.exe C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-04-29 09:02:22 UTC,https://www.virustotal.com/#/file/1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791/details,546df801ab370bc8062f15b2ac723572,,,lsass.exe,1e11f2a26fd05f307c5f25308a8137b35243f97ab521b4815a0b19d3af390791,45aa61e1e6935a50f37ccc894d1af28fd2095d49,"PE32 executable (GUI) Intel 80386, for MS Windows",166400,C:\Users\wonder\Desktop\Edit\dnew 28042016 ok\Release\dw3.pdb,thematrix.esy[.]es
2016-06-04T00:00:00+00:00,1464998400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.21.61.106,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.21.61.106,healthnewsone.com,,,,,,,
2016-06-09T00:00:00+00:00,1465430400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.225.223.171,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.225.223.171,healthnewsone.com,,,,,,,
2016-06-15T07:05:52+0000,1465974352000,Compile Timestamp,wsmgr C:\Users\wonder\Desktop\dnew 31052016-xor\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-06-15 07:05:52 UTC,https://www.virustotal.com/#/file/8418c03df64eae258c785561256c99d48e14f95fd61703383d2d98c463e60454/details,3aa252c9c859464e2db912cd6140f125,,,wsmgr,8418c03df64eae258c785561256c99d48e14f95fd61703383d2d98c463e60454,e36de04e5e170ea8e903f427bbe3247f6c9a3b01,"PE32 executable (GUI) Intel 80386, for MS Windows",166912,C:\Users\wonder\Desktop\dnew 31052016-xor\Release\dw3.pdb,chinatel90[.]com
2016-06-19T00:00:00+00:00,1466294400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 54.243.81.158,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,54.243.81.158,healthnewsone.com,,,,,,,
2016-06-28T09:13:40+0000,1467105220000,Compile Timestamp,CONHOST.EXE C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-06-28 09:13:40 UTC,https://www.virustotal.com/#/file/482b664d6c579e041d4072b8e842bf224e6e86747a58d87773e35576c290c05e/details,d4a0aef19d9e284faf4854c8f4fc660d,,,CONHOST.EXE,482b664d6c579e041d4072b8e842bf224e6e86747a58d87773e35576c290c05e,2b873878b4cfbe0aeab32aff8890b2e6ceed1804,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-06-29T00:00:00+00:00,1467158400000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 23.21.235.24,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,23.21.235.24,healthnewsone.com,,,,,,,
2016-06-30T00:00:00+00:00,1467244800000,VT_Domain_to_ip,Domain destiny91.com was resolving to 72.34.36.96,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/destiny91.com/details,,72.34.36.96,destiny91.com,,,,,,,
2016-07-04T06:50:15+0000,1467615015000,VT_First_Submission,CONHOST.EXE C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-06-28 09:13:40 UTC,https://www.virustotal.com/#/file/482b664d6c579e041d4072b8e842bf224e6e86747a58d87773e35576c290c05e/details,d4a0aef19d9e284faf4854c8f4fc660d,,,CONHOST.EXE,482b664d6c579e041d4072b8e842bf224e6e86747a58d87773e35576c290c05e,2b873878b4cfbe0aeab32aff8890b2e6ceed1804,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-07-05T21:50:51+0000,1467755451000,VT_First_Submission,wsmgr C:\Users\wonder\Desktop\dnew 31052016-xor\Release\dw3.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-06-15 07:05:52 UTC,https://www.virustotal.com/#/file/8418c03df64eae258c785561256c99d48e14f95fd61703383d2d98c463e60454/details,3aa252c9c859464e2db912cd6140f125,,,wsmgr,8418c03df64eae258c785561256c99d48e14f95fd61703383d2d98c463e60454,e36de04e5e170ea8e903f427bbe3247f6c9a3b01,"PE32 executable (GUI) Intel 80386, for MS Windows",166912,C:\Users\wonder\Desktop\dnew 31052016-xor\Release\dw3.pdb,chinatel90[.]com
